Price,Close,High,Low,Open,Volume
Ticker,EWA,EWA,EWA,EWA,EWA
Date,,,,,
2021-08-09,21.36263084411621,21.427760754657253,21.338206545355987,21.427760754657253,1291700
2021-08-10,21.47661018371582,21.484751617539764,21.37891608346792,21.37891608346792,766000
2021-08-11,21.58244514465332,21.623150756943662,21.52545666631901,21.598728010697286,2044600
2021-08-12,21.517314910888672,21.5498790896691,21.46032643340826,21.50917347798868,2075500
2021-08-13,21.663860321044922,21.672001754968463,21.582447534629253,21.60687183639988,1188700
2021-08-16,21.435901641845703,21.468467372696917,21.346347434824377,21.419618776420098,2285200
2021-08-17,20.91486358642578,21.0044162458327,20.784603761088803,20.97185206590826,5909000
2021-08-18,20.752037048339844,20.939285344316588,20.752037048339844,20.84973268913875,2222600
2021-08-19,20.581073760986328,20.662484991839637,20.491519543664058,20.515943844611865,2991700
2021-08-20,20.62177848815918,20.638061354756356,20.467094361125245,20.48337722772242,1479600
2021-08-23,20.825307846069336,20.857873576423756,20.662482299936205,20.662482299936205,992600
2021-08-24,21.004417419433594,21.05326602127903,20.89044045410029,20.906723321382103,928900
2021-08-25,21.061405181884766,21.110252225638735,20.979992407081806,21.004415152549026,958800
2021-08-26,20.86601448059082,20.988134422595778,20.849733167433783,20.963710123630875,1903300
2021-08-27,21.175386428833008,21.191669297659324,20.92300817330448,20.9311480548978,1196800
2021-08-30,21.1672420501709,21.207947663754915,21.12653643658688,21.175383483451625,1176900
2021-08-31,21.10211181640625,21.19166602831517,21.093970383249115,21.159100295686617,1634100
2021-09-01,21.31378746032715,21.40334168501048,21.289363157371742,21.321928894645616,1817900
2021-09-02,21.49289321899414,21.525458954543915,21.468470470151548,21.468470470151548,1909600
2021-09-03,21.606868743896484,21.655715787626708,21.533597401891388,21.533597401891388,1653800
2021-09-07,21.49289321899414,21.59873030671117,21.49289321899414,21.57430600504884,2373600
2021-09-08,21.370771408081055,21.501031223866658,21.338205677724908,21.46846704633,2225900
2021-09-09,21.159103393554688,21.28936323750082,21.118397774628956,21.22423331552775,1799500
2021-09-10,21.004417419433594,21.264938637483517,21.004417419433594,21.25679720384261,1531000
2021-09-13,21.175386428833008,21.297504839390694,21.110256506347586,21.281221970564378,2362700
2021-09-14,20.963712692260742,21.216090934543086,20.947429824289042,21.216090934543086,1885000
2021-09-15,21.1672420501709,21.183524916732356,21.012557923476308,21.028840790037766,1861400
2021-09-16,21.10211181640625,21.11025324956339,20.963710558374103,21.077687516934837,1634000
2021-09-17,20.711332321166992,20.898580625136,20.646202408794313,20.86601489253986,2446500
2021-09-20,20.174009323120117,20.22285636717836,19.954195295628725,20.14958502468123,2859100
2021-09-21,20.410104751586914,20.54850600436609,20.353116274469528,20.48337609440057,2747500
2021-09-22,20.540363311767578,20.72761159733198,20.49965770284295,20.540363311767578,3083300
2021-09-23,20.849735260009766,20.90672374382794,20.71947542476259,20.74389817335911,1321300
2021-09-24,20.62177848815918,20.654344221353536,20.548507141291505,20.564790007888686,2225200
2021-09-27,20.743896484375,20.760179350660064,20.638060959161276,20.64620239230381,1075100
2021-09-28,20.1333065032959,20.336837709078072,20.060035144988728,20.312414958188928,3779200
2021-09-29,20.07631492614746,20.21471618690434,20.0518906261952,20.15772770650203,2463100
2021-09-30,20.206575393676758,20.385683826694414,20.157728345044525,20.32869379166718,5083900
2021-10-01,20.30426788330078,20.385680653561987,20.12515947816224,20.255419289452394,5192000
2021-10-04,20.393823623657227,20.548507755313366,20.279846659710422,20.4833778397981,3202800
2021-10-05,20.613636016845703,20.686907360023742,20.483376196266864,20.499659062044106,3463700
2021-10-06,20.458953857421875,20.475236724758897,20.149587142116907,20.206575624976793,3464800
2021-10-07,20.71947479248047,20.784604708116532,20.572932094094412,20.572932094094412,1543900
2021-10-08,20.73575210571289,20.825306304739946,20.72761067372685,20.809023440767866,1875100
2021-10-11,20.752037048339844,20.971851075522736,20.752037048339844,20.817166957932606,1432200
2021-10-12,20.874156951904297,20.947428299624118,20.78460429021757,20.849734204544117,1579400
2021-10-13,20.963712692260742,20.979995560232442,20.760181501073745,20.833452854126644,1819800
2021-10-14,21.199810028076172,21.207949909399186,21.085831502896767,21.134678554933778,1377300
2021-10-15,21.297502517700195,21.297502517700195,21.15910125340364,21.207948301737815,3999300
2021-10-18,21.191667556762695,21.216090305176,21.061407722492707,21.09397190465035,1647200
2021-10-19,21.484750747680664,21.533599348646593,21.378915217893816,21.411479399051437,1297900
2021-10-20,21.680139541625977,21.720846707311097,21.541738283935747,21.566162583346824,2154700
2021-10-21,21.47661018371582,21.58244727060739,21.444046001239762,21.517317352835548,3280200
2021-10-22,21.606868743896484,21.663857220385,21.46846749264458,21.574303012863318,2781800
2021-10-25,21.73712730407715,21.785974344979728,21.623148804878554,21.69642014264214,1460900
2021-10-26,21.696420669555664,21.785974874068145,21.647573627466798,21.785974874068145,1467000
2021-10-27,21.623153686523438,21.777837829259116,21.623153686523438,21.72899077732882,2172200
2021-10-28,21.859251022338867,21.859251022338867,21.68014257391257,21.68014257391257,1711100
2021-10-29,21.541738510131836,21.574304243021885,21.403338803807955,21.41962011743337,3122900
2021-11-01,21.549877166748047,21.549877166748047,21.435900221957517,21.46846595065162,1265600
2021-11-02,21.305639266967773,21.346344872826773,21.28121497176078,21.321922130439106,1594400
2021-11-03,21.468469619750977,21.47660950049625,21.264938439086297,21.346349669096426,1788400
2021-11-04,21.36263084411621,21.403338008716585,21.28121806773502,21.370772277036284,1641300
2021-11-05,21.517314910888672,21.541737656769108,21.444043567608272,21.49289061218869,3436500
2021-11-08,21.55802345275879,21.615011937985138,21.55802345275879,21.574306320771964,1161700
2021-11-09,21.39519691467285,21.501032438671032,21.330067003100222,21.492891005622006,2247400
2021-11-10,21.13467788696289,21.40334054672471,21.118396572011658,21.370774811182766,2612700
2021-11-11,21.03697967529297,21.110251013125183,21.020696810703715,21.0858267162413,2636600
2021-11-12,21.224231719970703,21.24865602118191,21.11839618702822,21.159101802893858,1714700
2021-11-15,21.24051284790039,21.354489805245517,21.224229981759777,21.34634837217521,2119600
2021-11-16,21.11839485168457,21.20794751149038,21.110253418462293,21.159100464976337,2147900
2021-11-17,20.776460647583008,20.87415473227482,20.73575348494519,20.85787342003917,2031100
2021-11-18,20.792743682861328,20.817166427824485,20.662482314173378,20.76017795248447,2068200
2021-11-19,20.62177848815918,20.752038315297348,20.62177848815918,20.71133270162403,1605900
2021-11-22,20.59735107421875,20.7438937457988,20.581069762902715,20.670622410008775,1286000
2021-11-23,20.86601448059082,20.87415591357912,20.719473345260088,20.76017895738203,2129700
2021-11-24,20.784605026245117,20.792746459926697,20.621779458252924,20.646203759297663,1813300
2021-11-26,19.994905471801758,20.149589624924076,19.929775547248134,20.149589624924076,2374200
2021-11-29,20.149587631225586,20.19029324773653,19.99490349340847,20.19029324773653,2983300
2021-11-30,19.913488388061523,20.13330241838425,19.7506643881636,20.06817250786117,4639200
2021-12-01,19.742525100708008,20.247283126729673,19.734383666905433,20.19029309011164,4980300
2021-12-02,20.07631492614746,20.14958627318461,19.880925184988268,19.90534948494053,3324500
2021-12-03,19.791370391845703,20.051890039096886,19.612263522565414,20.035608725758372,4733700
2021-12-06,20.07631492614746,20.14144483986719,19.90534948494053,19.97862083197768,2360200
2021-12-07,20.458953857421875,20.532225207618787,20.27170554150519,20.27170554150519,3735600
2021-12-08,20.6380615234375,20.654344390167765,20.532224442510433,20.58107304270122,2028600
2021-12-09,20.51594352722168,20.548507708495283,20.45895349255845,20.51594352722168,2645400
2021-12-10,20.548507690429688,20.597354738706983,20.434530726842777,20.57293199097817,2805400
2021-12-13,20.320213317871094,20.462371257081188,20.295127654754754,20.454008837719602,3478600
2021-12-14,20.236597061157227,20.362030191067415,20.152974442894173,20.228234639834042,3524000
2021-12-15,20.46237564086914,20.46237564086914,20.07771383763818,20.286769581559895,3287300
2021-12-16,20.345304489135742,20.470737613748256,20.270044295374493,20.445651945806983,5981000
2021-12-17,20.111162185668945,20.32858035353716,20.102801359377157,20.286769842203135,4430700
2021-12-20,20.127885818481445,20.15297308075535,20.00245269704928,20.15297308075535,3232800
2021-12-21,20.470739364624023,20.479101786309265,20.303495715825786,20.303495715825786,1768500
2021-12-22,20.771778106689453,20.771778106689453,20.487462177445774,20.512549440015047,2757400
2021-12-23,20.90557289123535,20.922297732340812,20.746690090670747,20.755052511223475,2272700
2021-12-27,21.047731399536133,21.047731399536133,20.805225982089276,20.805225982089276,2057600
2021-12-28,20.989200592041016,21.131358585975953,20.989200592041016,21.08118405049137,3193900
2021-12-29,21.0811824798584,21.18989237033998,21.056096808954113,21.0811824798584,1680500
2021-12-30,21.088773727416992,21.215306047992346,21.07190232228808,21.12251653767482,1078900
2021-12-31,20.94537353515625,21.01285755811058,20.88632521618947,20.88632521618947,1795200
2022-01-03,20.97911262512207,21.021289528622958,20.77665898326974,20.827273198205692,5582500
2022-01-04,21.29966163635254,21.417758255315217,21.265918825822766,21.29966163635254,2185300
2022-01-05,21.03816032409668,21.358708964675607,21.021288919606818,21.29966065790678,3351600
2022-01-06,20.6669979095459,20.78509452559496,20.54890129349684,20.692305016818864,6735000
2022-01-07,20.76822280883789,20.77665690153642,20.59107629220287,20.692303102986536,2811000
2022-01-10,20.607948303222656,20.624819707008403,20.354882073273316,20.557335700811038,5936000
2022-01-11,20.869447708129883,20.869447708129883,20.489850793321725,20.582640292170538,3453900
2022-01-12,21.063465118408203,21.088772224297788,20.936932806851544,20.970675614704323,2714100
2022-01-13,20.987545013427734,21.232175538904723,20.95380381515764,21.215304135296876,7452500
2022-01-14,20.75135040283203,20.85257559977886,20.599510998466293,20.734479000359062,4457500
2022-01-18,20.405498504638672,20.540466531717197,20.34645019391004,20.4898539237992,5451800
2022-01-19,20.498287200927734,20.633255222628577,20.430803190077313,20.582642616727195,4803500
2022-01-20,20.34644889831543,20.709174442400677,20.32957749376848,20.599513530736896,3362200
2022-01-21,19.77283477783203,20.14399603850474,19.764399075233232,20.076512026660087,7493700
2022-01-24,19.612558364868164,19.62099406691578,18.954588085665055,19.34262233512709,10036300
2022-01-25,19.561948776245117,19.705352515263403,19.17391446698262,19.36793081714092,10864400
2022-01-26,19.38479995727539,19.78126992352843,19.241396235024535,19.713785913583656,11020700
2022-01-27,18.954587936401367,19.33418648082652,18.903975333459893,19.22452557296239,10808900
2022-01-28,19.038942337036133,19.06424944163686,18.71839372348801,18.920845733457174,11528000
2022-01-31,19.266706466674805,19.266706466674805,19.005206086848357,19.030511589090484,4220600
2022-02-01,19.51976776123047,19.536639165766452,19.216090524311227,19.34262284043972,4806100
2022-02-02,19.637866973876953,19.688479581090323,19.511333042424866,19.612559865797383,4939700
2022-02-03,19.418542861938477,19.62099489276551,19.401671457133126,19.536639477684485,5336500
2022-02-04,19.494461059570312,19.578814859149915,19.292009044477197,19.410105651045114,4070400
2022-02-07,19.654735565185547,19.772833786703238,19.595687258899538,19.620994365427403,4317900
2022-02-08,20.025897979736328,20.059640787704726,19.815010256770766,19.90780136973822,5571700
2022-02-09,20.34644889831543,20.363318693916685,20.262093484526375,20.29583468467458,5511400
2022-02-10,20.16086769104004,20.591078875182273,20.110255083772064,20.219916001010308,5427100
2022-02-11,19.95841407775879,20.321141220599394,19.9246728785585,20.228350107143708,6749700
2022-02-14,20.000593185424805,20.093384309117038,19.85719106182165,20.051207403227384,8242200
2022-02-15,20.32957649230957,20.33801219416749,20.11025307084044,20.177737076758202,5009700
2022-02-16,20.548898696899414,20.582639893387377,20.304268184343222,20.31270388570159,4833700
2022-02-17,20.38862419128418,20.574204799814037,20.338011590584323,20.53202790072175,5121200
2022-02-18,20.228351593017578,20.380191022936373,20.17773898602657,20.338014118601492,5022800
2022-02-22,20.34644889831543,20.532029521494792,20.228350675432477,20.422367000885313,6646300
2022-02-23,20.219913482666016,20.58264060895885,20.186172285005014,20.58264060895885,8796400
2022-02-24,20.068073272705078,20.093378765679166,19.62942649310657,19.7053461899196,8783900
2022-02-25,20.430803298950195,20.43923900146967,20.00059212413158,20.05964204176788,9440300
2022-02-28,20.287399291992188,20.456110122144867,20.186174081057157,20.21991528172026,8602700
2022-03-01,20.11025619506836,20.346451056947373,19.95841675592798,20.278967040545638,9429100
2022-03-02,20.759784698486328,20.7766544908716,20.489848712977338,20.565766801074528,6152500
2022-03-03,20.56576919555664,20.77665690990747,20.430801187087756,20.709172905673025,11514900
2022-03-04,20.89475440979004,20.911625812508333,20.47297899550576,20.532027296074276,9019200
2022-03-07,20.48985481262207,20.75979087848859,20.41393509297888,20.734483768958906,8022500
2022-03-08,20.169300079345703,20.481414592258,20.084944675130583,20.278962587509017,11628700
