Price,Close,High,Low,Open,Volume
Ticker,EWC,EWC,EWC,EWC,EWC
Date,,,,,
2021-08-09,33.789058685302734,33.8433104910634,33.671518279891586,33.83426679885764,1466600
2021-08-10,34.015098571777344,34.051266437892586,33.798098273401,33.83426269035869,12689200
2021-08-11,34.1868896484375,34.214013819824984,34.06934582382992,34.1868896484375,3194900
2021-08-12,34.114559173583984,34.1507270404356,33.92468304634944,34.1507270404356,1766800
2021-08-13,34.096473693847656,34.168809424270385,34.024141412582395,34.14168180078313,998700
2021-08-16,33.89755630493164,33.89755630493164,33.752888297633376,33.84330450876078,2224200
2021-08-17,33.544925689697266,33.671513217439944,33.3188817067501,33.56300962223194,2309900
2021-08-18,33.35505294799805,33.59918088819037,33.34601270539439,33.51780490812626,1338500
2021-08-19,32.74020767211914,33.0024195041968,32.622667291524806,33.0024195041968,3194400
2021-08-20,32.984336853027344,33.002420785164674,32.55937307069349,32.613624867105486,1414200
2021-08-23,33.65342712402344,33.65342712402344,33.29175539486787,33.309839326241374,1667200
2021-08-24,33.89755630493164,33.95180465194514,33.68055256940556,33.68959281085536,1747300
2021-08-25,33.9427604675293,33.98796856784139,33.789048787479814,33.91563284801647,2286200
2021-08-26,33.51780319213867,33.89755889604836,33.51780319213867,33.89755889604836,2900200
2021-08-27,33.960845947265625,33.978929878047104,33.553966127575144,33.553966127575144,1827500
2021-08-30,33.906593322753906,34.04222107570774,33.85234153174097,34.04222107570774,1230500
2021-08-31,33.76192855834961,33.99701277690943,33.76192855834961,33.86138846014093,2845000
2021-09-01,33.97893524169922,34.0783917029611,33.89755926491574,33.915639749394145,1953300
2021-09-02,34.37676239013672,34.37676239013672,34.069342497517084,34.11455059513476,1581300
2021-09-03,34.4490966796875,34.53047263984122,34.277304518988295,34.331556308809766,1396100
2021-09-07,34.05126190185547,34.42197385725952,34.05126190185547,34.35868182456789,1365400
2021-09-08,33.83426284790039,34.1597667461381,33.81618236391614,34.01509873016107,1713200
2021-09-09,33.906593322753906,34.05126131629804,33.798093189885066,33.85234153174097,1624400
2021-09-10,33.6715087890625,34.15072086615556,33.6715087890625,34.07838514553027,1403700
2021-09-13,33.7800178527832,34.05126997853715,33.6715176923132,34.033186043599166,3042700
2021-09-14,33.51780319213867,33.94276700506775,33.48163532526011,33.94276700506775,1792800
2021-09-15,33.969886779785156,33.969886779785156,33.54492302191093,33.617258746296834,2636000
2021-09-16,33.6715087890625,33.834257262155404,33.53588103746858,33.7890491613431,9168900
2021-09-17,33.23750305175781,33.6262989469732,33.20133863876538,33.6262989469732,3948500
2021-09-20,32.55936813354492,32.73116373822061,32.206740133231236,32.68595563931111,4481100
2021-09-21,32.69499969482422,32.93912759641262,32.55937193311158,32.81254352503136,2916300
2021-09-22,33.10188293457031,33.37313503673036,32.90296311671272,32.90296311671272,5067100
2021-09-23,33.51780319213867,33.60821941017746,33.33696730690347,33.346010998201926,1653300
2021-09-24,33.36408996582031,33.409298068111056,33.23750245058628,33.291754242829434,1668200
2021-09-27,33.63534164428711,33.680549746061146,33.418337926951835,33.463546028725865,2047900
2021-09-28,33.00241470336914,33.373126620974965,32.88487089071654,33.346002452346184,4726700
2021-09-29,32.830623626708984,33.11091590945388,32.79445576791711,33.03858364102698,2409200
2021-09-30,32.82158660888672,33.15613074782028,32.749254325757256,32.9662546243032,4713400
2021-10-01,33.11996078491211,33.20133674552986,32.68595681133644,32.86678921345857,3356300
2021-10-04,33.13804626464844,33.33696260611645,32.95721040491259,33.08379447198054,2849300
2021-10-05,33.36408996582031,33.481630341944815,33.12900231525707,33.24654614053869,2523200
2021-10-06,33.33696365356445,33.35504758502195,32.912003336363654,33.047627648559,3914000
2021-10-07,33.86138916015625,33.91563750832218,33.544925516172775,33.544925516172775,3677300
2021-10-08,34.096473693847656,34.17784966599449,33.94276544043556,33.978933305646926,4821200
2021-10-11,34.00605392456055,34.40389005281841,34.00605392456055,34.20497371326803,2901600
2021-10-12,34.13263702392578,34.232096915463266,33.96084486073367,33.99700927198248,5983800
2021-10-13,34.503353118896484,34.503353118896484,34.06934908931282,34.1507250604321,3757600
2021-10-14,35.000648498535156,35.05490029459967,34.792688454023896,34.855980491520484,4966600
2021-10-15,35.25381851196289,35.26285875298833,35.06393895885655,35.13627468368891,3194300
2021-10-18,35.308067321777344,35.3442351846702,35.06393942098643,35.118191215325716,3155700
2021-10-19,35.56123733520508,35.5702775759486,35.40752564930844,35.51602578401618,2054700
2021-10-20,35.85057067871094,35.886735088170454,35.58835887747764,35.58835887747764,3492600
2021-10-21,35.71494674682617,35.886738919861145,35.6697386433072,35.78728247178229,3430800
2021-10-22,35.769195556640625,35.931947475057754,35.543151608745376,35.79631972665784,2960900
2021-10-25,35.82344436645508,35.87769615635787,35.66973613546594,35.76919602570925,4152400
2021-10-26,35.55220031738281,35.95003651874449,35.543160074942705,35.95003651874449,2837900
2021-10-27,35.26285934448242,35.606447144885,35.26285934448242,35.49794355581645,4230100
2021-10-28,35.805362701416016,35.805362701416016,35.353274771099365,35.39848632345677,3148300
2021-10-29,35.42561340332031,35.59740558924495,35.41656971244364,35.57028141492987,3430600
2021-11-01,35.841529846191406,35.85057353614473,35.470817888718656,35.479861578671986,3480400
2021-11-02,35.56123733520508,35.778237604620564,35.54315340456094,35.69686164130049,3596200
2021-11-03,35.81440353393555,35.823443774191404,35.41656397953973,35.479859457958355,1927700
2021-11-04,35.66973876953125,35.886739046853094,35.50698683696126,35.787282598422294,3287800
2021-11-05,35.8596076965332,35.922899718846146,35.77823174653707,35.8596076965332,1827500
2021-11-08,36.04045486450195,36.08566297335663,35.95907888890049,36.03141117323645,2757000
2021-11-09,36.04045486450195,36.08566297335663,35.742075137577395,36.03141117323645,4336700
