Price,SPY_close,QQQ_close
2024-08-05,505.4151306152344,430.8514709472656
2024-08-06,510.0747985839844,434.9683532714844
2024-08-07,506.66552734375,430.25775146484375
2024-08-08,518.3782348632812,443.4197387695313
2024-08-09,520.6640625,445.73541259765625
2024-08-12,520.9376831054688,446.69537353515625
2024-08-13,529.5047607421875,457.7791442871094
2024-08-14,531.17529296875,457.9275817871094
2024-08-15,540.2797241210938,469.4962768554687
2024-08-16,541.4909057617188,470.0998840332031
2024-08-19,546.66845703125,476.2751159667969
2024-08-20,545.7796020507812,475.2756042480469
2024-08-21,547.6551513671875,477.4923706054687
2024-08-22,543.35693359375,469.9217529296875
2024-08-23,549.130126953125,475.018310546875
2024-08-26,547.8211059570312,470.40667724609375
2024-08-27,548.5734252929688,471.81195068359375
2024-08-28,545.3888549804688,466.4581298828125
2024-08-29,545.4375610351562,465.7752380371094
2024-08-30,550.6443481445312,471.3270568847656
2024-09-03,539.3125,457.0171203613281
2024-09-04,538.208740234375,455.8295593261719
2024-09-05,536.899658203125,456.255126953125
2024-09-06,527.8637084960938,444.03326416015625
2024-09-09,533.7737426757812,449.743408203125
2024-09-10,536.0986328125,453.8998107910156
2024-09-11,541.5985107421875,463.75640869140625
2024-09-12,546.1604614257812,468.3087158203125
2024-09-13,549.0130004882812,470.40667724609375
2024-09-16,549.8237915039062,468.3284606933594
2024-09-17,550.0484619140625,468.5758666992187
2024-09-18,548.4171142578125,466.5471496582031
2024-09-19,557.775634765625,478.3434143066406
2024-09-20,556.8113403320312,477.4329833984375
2024-09-23,558.2027587890625,478.6985168457031
2024-09-24,559.800048828125,481.007568359375
2024-09-25,558.5652465820312,481.4535217285156
2024-09-26,560.7798461914062,485.0707092285156
2024-09-27,559.9664916992188,482.3751525878906
2024-09-30,562.2105102539062,483.6833190917969
2024-10-01,557.1740112304688,476.94439697265625
2024-10-02,557.4089965820312,477.6182861328125
2024-10-03,556.3900146484375,477.2615661621094
2024-10-04,561.4461669921875,482.9400939941406
2024-10-07,556.3704223632812,477.7669982910156
2024-10-08,561.63232421875,484.90228271484375
2024-10-09,565.5223999023438,488.7176818847656
2024-10-10,564.53271484375,488.16265869140625
2024-10-11,567.913330078125,488.9257507324219
2024-10-14,572.557861328125,493.0285339355469
2024-10-15,568.1092529296875,486.4382934570313
2024-10-16,570.5785522460938,486.497802734375
2024-10-17,570.62744140625,486.834716796875
2024-10-18,572.8224487304688,490.02581787109375
2024-10-21,571.8817749023438,490.96728515625
2024-10-22,571.5780029296875,491.5024108886719
2024-10-23,566.3552856445312,483.97064208984375
2024-10-24,567.5801391601562,487.8951416015625
2024-10-25,567.3841552734375,490.8681640625
2024-10-28,569.1381225585938,490.9473876953125
2024-10-29,570.0592651367188,495.6646423339844
2024-10-30,568.3345947265625,491.9186401367187
2024-10-31,557.1935424804688,479.5012512207031
2024-11-01,559.5451049804688,483.0490417480469
2024-11-04,558.33984375,481.6418762207031
2024-11-05,565.0912475585938,487.78607177734375
2024-11-06,579.142578125,501.0359191894531
2024-11-07,583.6206665039062,508.92437744140625
2024-11-08,586.1486206054688,509.5190734863281
2024-11-11,586.7072143554688,509.2216796875
2024-11-12,584.8847045898438,508.3000183105469
2024-11-13,585.1687622070312,507.64593505859375
2024-11-14,581.4060668945312,504.1179809570313
2024-11-15,573.9591064453125,492.1069030761719
2024-11-18,576.310791015625,495.52587890625
2024-11-19,578.4175415039062,498.93499755859375
2024-11-20,578.6134643554688,498.6476135253906
2024-11-21,581.7196655273438,500.4413757324219
2024-11-22,583.5226440429688,501.2440185546875
2024-11-25,585.501953125,502.036865234375
2024-11-26,588.5592041015625,504.7323913574219
2024-11-27,586.7758178710938,500.7583923339844
2024-11-29,590.4208984375,505.1585388183594
2024-12-02,591.4791259765625,510.65869140625
2024-12-03,591.7535400390625,512.2244873046875
2024-12-04,595.4279174804688,518.5569458007812
2024-12-05,594.4481201171875,517.1201171875
2024-12-06,595.574951171875,521.7481079101562
2024-12-09,592.5079956054688,517.6849975585938
2024-12-10,590.6658935546875,515.9208984375
2024-12-11,595.2320556640625,525.1571655273438
2024-12-12,592.1651000976562,521.7678833007812
2024-12-13,592.0475463867188,525.76171875
2024-12-16,594.5755004882812,533.3330078125
2024-12-17,592.1257934570312,530.984375
2024-12-18,574.4784545898438,511.82806396484375
2024-12-19,574.302001953125,509.5487060546875
2024-12-20,581.199951171875,513.998291015625
2024-12-23,584.680419921875,519.0061645507812
2024-12-24,591.1791381835938,526.0437622070312
2024-12-26,591.2184448242188,525.6863403320312
2024-12-27,584.9949340820312,518.6983642578125
2024-12-30,578.3192749023438,511.7998046875
2024-12-31,576.21533203125,507.4521179199219
2025-01-02,574.799560546875,506.45953369140625
2025-01-03,581.9864501953125,514.747802734375
2025-01-06,585.339111328125,520.6637573242188
2025-01-07,578.7224731445312,511.3728942871094
2025-01-08,579.56787109375,511.4622802734375
2025-01-10,570.7192993164062,503.44195556640625
2025-01-13,571.604248046875,501.8240051269531
2025-01-14,572.3908081054688,501.3475341796875
2025-01-15,582.8025512695312,512.8816528320312
2025-01-16,581.6817626953125,509.2884521484375
2025-01-17,587.521728515625,517.8843383789062
2025-01-21,592.8995361328125,520.9217529296875
2025-01-22,596.2325439453125,527.582275390625
2025-01-23,599.4868774414062,528.703857421875
2025-01-24,597.7367553710938,525.7161254882812
2025-01-27,589.2816772460938,510.41009521484375
2025-01-28,594.3449096679688,517.9539794921875
2025-01-29,591.6805419921875,516.9812622070312
2025-01-30,594.8561401367188,519.1846923828125
2025-01-31,591.6903076171875,518.4303588867188
2025-02-03,587.70849609375,514.2813720703125
2025-02-04,591.6510009765625,520.59423828125
2025-02-05,594.0498657226562,522.9566650390625
2025-02-06,596.1146240234375,525.6863403320312
2025-02-07,590.6580810546875,519.0557861328125
2025-02-10,594.6693115234375,525.3389282226562
2025-02-11,595.1216430664062,524.0882568359375
2025-02-12,593.2044677734375,524.3959350585938
2025-02-13,599.4672241210938,531.9398803710938
2025-02-14,599.4376831054688,534.1731567382812
2025-02-18,601.1975708007812,535.3841552734375
2025-02-19,602.61328125,535.5330810546875
2025-02-20,600.1062622070312,533.2599487304688
2025-02-21,589.842041015625,522.1923828125
2025-02-24,587.1580200195312,516.0282592773438
2025-02-25,584.2379150390625,509.5267028808594
2025-02-26,584.5328979492188,510.7574462890625
2025-02-27,575.20263671875,496.5731201171875
2025-02-28,584.1790161132812,504.4147338867187
2025-03-03,573.9442138671875,493.37689208984375
2025-03-04,567.1505126953125,491.8879699707031
2025-03-05,573.2460327148438,498.30023193359375
2025-03-06,563.0703735351562,484.59228515625
2025-03-07,566.2261962890625,488.1557922363281
2025-03-10,551.1444702148438,469.2366027832031
2025-03-11,546.5629272460938,468.1149597167969
2025-03-12,549.4632568359375,473.3956604003906
2025-03-13,542.138671875,464.8789978027344
2025-03-14,553.3369750976562,476.1153869628906
2025-03-17,557.6038818359375,479.2023620605469
2025-03-18,551.5770874023438,471.0332336425781
2025-03-19,557.584228515625,477.3363342285156
2025-03-20,555.9718627929688,475.7183532714844
2025-03-21,556.1552124023438,477.28668212890625
2025-03-24,566.1151123046875,487.7604370117187
2025-03-25,567.4760131835938,490.5438537597656
2025-03-26,560.7012939453125,481.5175476074219
2025-03-27,559.2122802734375,478.7738342285156
2025-03-28,547.95068359375,466.1687622070313
2025-03-31,551.62890625,466.14892578125
2025-04-01,553.1870727539062,469.9065856933594
2025-04-02,556.687744140625,473.336181640625
2025-04-03,529.2537841796875,447.9967651367187
2025-04-04,498.2696838378906,420.1722106933594
2025-04-07,497.3822021484375,421.1861877441406
2025-04-08,489.5918273925781,413.6012878417969
2025-04-09,541.0084228515625,463.24615478515625
2025-04-10,517.3019409179688,443.5433044433594
2025-04-11,526.5321044921875,451.7146911621094
2025-04-14,531.6401977539062,454.7765197753906
2025-04-15,530.151123046875,455.2834777832031
2025-04-16,518.3668823242188,441.5550842285156
2025-04-17,519.1065063476562,441.47552490234375
2025-04-21,506.7503356933594,430.5505065917969
2025-04-22,519.9348754882812,441.8533325195313
2025-04-23,527.9915161132812,451.8737487792969
2025-04-24,539.1051635742188,464.588134765625
2025-04-25,543.0003662109375,469.7673645019531
2025-04-28,543.2073974609375,469.61822509765625
2025-04-29,546.6293334960938,472.7198181152344
2025-04-30,546.8462524414062,472.6601867675781
2025-05-01,550.7216796875,478.8334655761719
2025-05-02,558.8966674804688,485.9411926269531
2025-05-05,555.6918334960938,483.0583801269531
2025-05-06,551.0471801757812,478.5650939941406
2025-05-07,553.364501953125,480.4438781738281
2025-05-08,557.2203979492188,485.4044189453125
2025-05-09,556.51025390625,485.0863037109375
2025-05-12,574.9015502929688,504.8488159179687
2025-05-13,578.6981811523438,512.5430908203125
2025-05-14,579.437744140625,515.61474609375
2025-05-15,582.267822265625,516.181396484375
2025-05-16,585.9559936523438,518.4281005859375
2025-05-19,586.596923828125,518.9251098632812
2025-05-20,584.6246948242188,517.1954345703125
2025-05-21,574.7733154296875,510.0081481933594
2025-05-22,575.0001831054688,510.9624938964844
2025-05-23,571.0753784179688,506.2305908203125
2025-05-27,582.9483032226562,518.1398315429688
2025-05-28,579.5757446289062,515.8434448242188
2025-05-29,581.8636474609375,516.857421875
2025-05-30,581.2127685546875,516.042236328125
2025-06-02,584.4866943359375,520.1181030273438
